"ensembl_gene_id"	"external_gene_name"	"gene_biotype"
"ENSG00000226688"	"ENTPD1-AS1"	"lncRNA"
"ENSG00000226711"	"FAM66C"	"lncRNA"
"ENSG00000226761"	"TAS2R46"	"protein_coding"
"ENSG00000226942"	"IL9RP3"	"transcribed_unprocessed_pseudogene"
"ENSG00000227051"	"C14orf132"	"protein_coding"
"ENSG00000227081"	"RPS27P3"	"processed_pseudogene"
"ENSG00000227248"	"NALF1-IT1"	"lncRNA"
"ENSG00000227268"	"KLLN"	"protein_coding"
"ENSG00000227345"	"PARG"	"protein_coding"
"ENSG00000227354"	"RBM26-AS1"	"lncRNA"
"ENSG00000227382"	"EIF4A2P2"	"processed_pseudogene"
"ENSG00000227492"	"CHUK-DT"	"lncRNA"
"ENSG00000227560"	"RPS15AP30"	"processed_pseudogene"
"ENSG00000227615"	""	"processed_pseudogene"
"ENSG00000227640"	"SOX21-AS1"	"lncRNA"
"ENSG00000227695"	"DNMBP-AS1"	"lncRNA"
"ENSG00000227827"	"PKD1P2"	"transcribed_unprocessed_pseudogene"
"ENSG00000227896"	"WAPL-DT"	"lncRNA"
"ENSG00000228065"	"LINC01515"	"lncRNA"
"ENSG00000228092"	"COX6CP15"	"processed_pseudogene"
"ENSG00000228169"	"PPIAP19"	"processed_pseudogene"
"ENSG00000228218"	"ATF4P3"	"processed_pseudogene"
"ENSG00000228484"	""	"lncRNA"
"ENSG00000228485"	"GRK5-IT1"	"lncRNA"
"ENSG00000228630"	"HOTAIR"	"lncRNA"
"ENSG00000228701"	"TNKS2-DT"	"lncRNA"
"ENSG00000228808"	"HMGB3P4"	"processed_pseudogene"
"ENSG00000228824"	"MIR4500HG"	"lncRNA"
"ENSG00000228828"	"TLK2P2"	"processed_pseudogene"
"ENSG00000228886"	""	"lncRNA"
"ENSG00000228889"	"UBAC2-AS1"	"lncRNA"
"ENSG00000229097"	"CALM2P2"	"processed_pseudogene"
"ENSG00000229117"	"RPL41"	"protein_coding"
"ENSG00000229124"	"VIM-AS1"	"lncRNA"
"ENSG00000229152"	"ANKRD10-IT1"	"lncRNA"
"ENSG00000229235"	"RPL37P18"	"processed_pseudogene"
"ENSG00000229278"	""	"lncRNA"
"ENSG00000229330"	""	"lncRNA"
"ENSG00000229404"	"LINC00858"	"lncRNA"
"ENSG00000229474"	"PATL2"	"protein_coding"
"ENSG00000229622"	"MTND5P2"	"processed_pseudogene"
"ENSG00000229644"	"NAMPTP1"	"processed_pseudogene"
"ENSG00000229656"	"ITGB1-DT"	"lncRNA"
"ENSG00000229668"	""	"processed_pseudogene"
"ENSG00000229809"	"ZNF688"	"protein_coding"
"ENSG00000229848"	""	"lncRNA"
"ENSG00000229869"	"LARP4B-DT"	"lncRNA"
"ENSG00000229932"	"YWHAZP3"	"processed_pseudogene"
"ENSG00000230091"	"TMEM254-AS1"	"lncRNA"
"ENSG00000230109"	"LINC02643"	"lncRNA"
"ENSG00000230131"	"LINC02641"	"lncRNA"
"ENSG00000230300"	"STARD13-IT1"	"lncRNA"
"ENSG00000230397"	"SPTLC1P1"	"transcribed_processed_pseudogene"
"ENSG00000230417"	"LINC00595"	"lncRNA"
"ENSG00000230445"	"LRRC37A6P"	"transcribed_processed_pseudogene"
"ENSG00000230526"	""	"lncRNA"
"ENSG00000230555"	"LINC02916"	"lncRNA"
"ENSG00000230724"	"LINC01001"	"lncRNA"
"ENSG00000230778"	"ANKRD63"	"protein_coding"
"ENSG00000230989"	"HSBP1"	"protein_coding"
"ENSG00000231169"	"EEF1B2P1"	"processed_pseudogene"
"ENSG00000231233"	"CFAP58-DT"	"lncRNA"
"ENSG00000231298"	"MANCR"	"lncRNA"
"ENSG00000231607"	"DLEU2"	"lncRNA"
"ENSG00000231856"	""	"lncRNA"
"ENSG00000231887"	"PRH1"	"protein_coding"
"ENSG00000232110"	""	"lncRNA"
"ENSG00000232373"	"MTCYBP3"	"processed_pseudogene"
"ENSG00000232437"	"RPS26P42"	"processed_pseudogene"
"ENSG00000232487"	"RASA3-IT1"	"lncRNA"
"ENSG00000232587"	"EEF1A1P3"	"processed_pseudogene"
"ENSG00000232638"	""	"lncRNA"
"ENSG00000232653"	"GOLGA8N"	"protein_coding"
"ENSG00000232656"	"IDI2-AS1"	"lncRNA"
"ENSG00000232872"	"CTAGE3P"	"processed_pseudogene"
"ENSG00000232903"	"LINC01166"	"lncRNA"
"ENSG00000232936"	"PANK1-AS1"	"lncRNA"
"ENSG00000233117"	"LINC00702"	"lncRNA"
"ENSG00000233220"	"PRDM10-DT"	"lncRNA"
"ENSG00000233435"	"AGGF1P2"	"processed_pseudogene"
"ENSG00000233515"	"LINC01518"	"lncRNA"
"ENSG00000233560"	"KRT8P39"	"processed_pseudogene"
"ENSG00000233695"	"GAS6-AS1"	"lncRNA"
"ENSG00000233871"	"DLG5-AS1"	"lncRNA"
"ENSG00000233924"	"RPSAP13"	"processed_pseudogene"
"ENSG00000234026"	""	"lncRNA"
"ENSG00000234031"	"RPS3AP44"	"processed_pseudogene"
"ENSG00000234311"	"LINC03068"	"lncRNA"
"ENSG00000234608"	"MAPKAPK5-AS1"	"lncRNA"
"ENSG00000234648"	""	"processed_pseudogene"
"ENSG00000234719"	"NPIPB2"	"protein_coding"
"ENSG00000234724"	"HDAC1P1"	"processed_pseudogene"
"ENSG00000234743"	"EIF5AP4"	"processed_pseudogene"
"ENSG00000234772"	"LINC00412"	"lncRNA"
"ENSG00000234788"	"HSPA8P3"	"processed_pseudogene"
"ENSG00000234912"	"SNHG20"	"lncRNA"
"ENSG00000234961"	""	"lncRNA"
"ENSG00000235100"	""	"lncRNA"
"ENSG00000235162"	"C12orf75"	"protein_coding"
"ENSG00000235183"	"SRP14P3"	"processed_pseudogene"
"ENSG00000235194"	"PPP1R3E"	"protein_coding"
"ENSG00000235316"	"DUSP8P5"	"transcribed_processed_pseudogene"
"ENSG00000235489"	"DBF4P1"	"processed_pseudogene"
"ENSG00000235560"	"ZNF747-DT"	"lncRNA"
"ENSG00000235618"	"FAM21EP"	"transcribed_unprocessed_pseudogene"
"ENSG00000235661"	"MIR670HG"	"lncRNA"
"ENSG00000235706"	"DICER1-AS1"	"lncRNA"
"ENSG00000235823"	"OLMALINC"	"lncRNA"
"ENSG00000235903"	"CPB2-AS1"	"lncRNA"
"ENSG00000236194"	""	"lncRNA"
"ENSG00000236303"	"LINC02646"	"lncRNA"
"ENSG00000236333"	"TRHDE-AS1"	"lncRNA"
"ENSG00000236375"	"POU5F1P5"	"processed_pseudogene"
"ENSG00000236565"	"HNRNPA3P5"	"processed_pseudogene"
"ENSG00000236662"	""	"lncRNA"
"ENSG00000236671"	"PRKG1-AS1"	"lncRNA"
"ENSG00000236756"	"DNAJC9-AS1"	"lncRNA"
"ENSG00000236778"	"INTS6-AS1"	"lncRNA"
"ENSG00000237036"	"ZEB1-AS1"	"lncRNA"
"ENSG00000237149"	"ZNF503-AS2"	"lncRNA"
"ENSG00000237172"	"B3GNT9"	"protein_coding"
"ENSG00000237280"	""	"lncRNA"
"ENSG00000237399"	"PITRM1-AS1"	"lncRNA"
"ENSG00000237489"	"C10orf143"	"protein_coding"
"ENSG00000237523"	"LINC00857"	"lncRNA"
"ENSG00000237827"	"RPS15AP29"	"processed_pseudogene"
"ENSG00000237943"	"PRKCQ-AS1"	"lncRNA"
"ENSG00000238045"	"MVP-DT"	"lncRNA"
"ENSG00000238230"	"LINC00391"	"lncRNA"
"ENSG00000238286"	"SLC35E1P1"	"processed_pseudogene"
"ENSG00000238578"	"SNORD4A"	"snoRNA"
"ENSG00000238723"	"Y_RNA"	"misc_RNA"
"ENSG00000239672"	"NME1"	"protein_coding"
"ENSG00000239763"	"RPL21P118"	"processed_pseudogene"
"ENSG00000239791"	""	"lncRNA"
"ENSG00000239883"	"PARGP1"	"transcribed_unprocessed_pseudogene"
"ENSG00000239884"	"RN7SL608P"	"misc_RNA"
"ENSG00000240087"	"RPSAP12"	"processed_pseudogene"
"ENSG00000240291"	""	"lncRNA"
"ENSG00000240294"	"RN7SKP241"	"misc_RNA"
"ENSG00000240342"	"RPS2P5"	"processed_pseudogene"
"ENSG00000240392"	"RPL9P3"	"processed_pseudogene"
"ENSG00000240435"	"RPS12P27"	"processed_pseudogene"
"ENSG00000240463"	"RPS19P3"	"processed_pseudogene"
"ENSG00000240531"	"RPL21P123"	"transcribed_processed_pseudogene"
"ENSG00000240759"	"RPS27P21"	"processed_pseudogene"
"ENSG00000240771"	"ARHGEF25"	"protein_coding"
"ENSG00000241030"	"RPL29P24"	"processed_pseudogene"
"ENSG00000241058"	"NSUN6"	"protein_coding"
"ENSG00000241081"	"RPL22P2"	"processed_pseudogene"
"ENSG00000241217"	"RN7SL809P"	"misc_RNA"
"ENSG00000241765"	"RPS26P45"	"processed_pseudogene"
"ENSG00000241839"	"PLEKHO2"	"protein_coding"
"ENSG00000242028"	"HYPK"	"protein_coding"
"ENSG00000242071"	"RPL7AP6"	"processed_pseudogene"
"ENSG00000242085"	"RPS20P33"	"processed_pseudogene"
"ENSG00000242330"	"RN7SL683P"	"misc_RNA"
"ENSG00000242338"	"BMS1P4"	"transcribed_unprocessed_pseudogene"
"ENSG00000242498"	"ARPIN"	"protein_coding"
"ENSG00000242571"	"RPL21P11"	"processed_pseudogene"
"ENSG00000242612"	"DECR2"	"protein_coding"
"ENSG00000242715"	"CCDC169"	"protein_coding"
"ENSG00000242818"	"RN7SL846P"	"misc_RNA"
"ENSG00000242853"	"RN7SL749P"	"misc_RNA"
"ENSG00000242931"	"RPL7P49"	"processed_pseudogene"
"ENSG00000243008"	""	"lncRNA"
"ENSG00000243403"	""	"processed_pseudogene"
"ENSG00000243446"	"RN7SL284P"	"misc_RNA"
"ENSG00000243609"	"RPS2P44"	"processed_pseudogene"
"ENSG00000243660"	"ZNF487"	"protein_coding"
"ENSG00000243678"	"NME2"	"protein_coding"
"ENSG00000243716"	"NPIPB5"	"protein_coding"
"ENSG00000243789"	"JMJD7"	"protein_coding"
"ENSG00000244045"	"TMEM199"	"protein_coding"
"ENSG00000244332"	""	"lncRNA"
"ENSG00000244356"	"RN7SL398P"	"misc_RNA"
"ENSG00000244754"	"N4BP2L2"	"protein_coding"
"ENSG00000244879"	"GABPB1-AS1"	"lncRNA"
"ENSG00000245248"	"USP2-AS1"	"lncRNA"
"ENSG00000245498"	"MSANTD2-AS1"	"lncRNA"
"ENSG00000245532"	"NEAT1"	"lncRNA"
"ENSG00000245534"	"RORA-AS1"	"lncRNA"
"ENSG00000245552"	"LNCRNA-IUR"	"lncRNA"
"ENSG00000245571"	"FAM111A-DT"	"lncRNA"
"ENSG00000245573"	"BDNF-AS"	"lncRNA"
"ENSG00000245614"	"DDX11-AS1"	"lncRNA"
"ENSG00000245648"	"KLRK1-AS1"	"lncRNA"
"ENSG00000245694"	"CRNDE"	"lncRNA"
"ENSG00000245750"	"DRAIC"	"lncRNA"
"ENSG00000245849"	"RAD51-AS1"	"lncRNA"
"ENSG00000245888"	"NSMCE1-DT"	"lncRNA"
"ENSG00000246067"	"RAB30-DT"	"lncRNA"
"ENSG00000246174"	"KCTD21-AS1"	"lncRNA"
"ENSG00000246273"	"SBF2-AS1"	"lncRNA"
"ENSG00000246283"	"TTBK2-AS1"	"lncRNA"
"ENSG00000246308"	""	"lncRNA"
"ENSG00000246465"	""	"lncRNA"
"ENSG00000246523"	"FZD4-DT"	"lncRNA"
"ENSG00000246548"	"LINC02288"	"lncRNA"
"ENSG00000246695"	"RASSF8-AS1"	"lncRNA"
"ENSG00000246705"	"H2AJ"	"protein_coding"
"ENSG00000246877"	"DNM1P35"	"lncRNA"
"ENSG00000246889"	"CTTN-DT"	"lncRNA"
"ENSG00000246922"	"UBAP1L"	"protein_coding"
"ENSG00000246985"	"SOCS2-AS1"	"lncRNA"
"ENSG00000247077"	"PGAM5"	"protein_coding"
"ENSG00000247092"	"SNHG10"	"lncRNA"
"ENSG00000247095"	"MIR210HG"	"lncRNA"
"ENSG00000247137"	"ANKRD42-DT"	"lncRNA"
"ENSG00000247151"	"CSTF3-DT"	"lncRNA"
"ENSG00000247157"	"LINC01252"	"lncRNA"
"ENSG00000247240"	"UBL7-DT"	"lncRNA"
"ENSG00000247271"	"ZBED5-AS1"	"lncRNA"
"ENSG00000247363"	"NUP107-DT"	"lncRNA"
"ENSG00000247373"	"TMED2-DT"	"lncRNA"
"ENSG00000247400"	"DNAJC3-DT"	"lncRNA"
"ENSG00000247498"	"GPRC5D-AS1"	"lncRNA"
"ENSG00000247556"	"OIP5-AS1"	"lncRNA"
"ENSG00000247675"	"LRP4-AS1"	"lncRNA"
"ENSG00000247728"	"ARHGAP11B-DT"	"lncRNA"
"ENSG00000247735"	"KCTD13-DT"	"lncRNA"
"ENSG00000247809"	"NR2F2-AS1"	"lncRNA"
"ENSG00000247853"	""	"lncRNA"
"ENSG00000247934"	""	"lncRNA"
"ENSG00000247982"	"LINC00926"	"lncRNA"
"ENSG00000248008"	"NRAV"	"lncRNA"
"ENSG00000248508"	"SRP14-DT"	"lncRNA"
"ENSG00000248636"	""	"lncRNA"
"ENSG00000248905"	"FMN1"	"protein_coding"
"ENSG00000249388"	"FLJ12825"	"lncRNA"
"ENSG00000249456"	""	"lncRNA"
"ENSG00000249641"	"HOXC13-AS"	"lncRNA"
"ENSG00000249931"	"GOLGA8K"	"protein_coding"
"ENSG00000250091"	"DNAH10OS"	"lncRNA"
"ENSG00000250130"	"GAPDHP43"	"processed_pseudogene"
"ENSG00000250132"	""	"lncRNA"
"ENSG00000250133"	"HOXC-AS2"	"lncRNA"
"ENSG00000250251"	"PKD1P6"	"transcribed_unprocessed_pseudogene"
"ENSG00000250280"	""	"lncRNA"
"ENSG00000250303"	"LINC02762"	"lncRNA"
"ENSG00000250432"	"FAM242C"	"lncRNA"
"ENSG00000250451"	"HOXC-AS1"	"lncRNA"
"ENSG00000250510"	"GPR162"	"protein_coding"
"ENSG00000250519"	""	"lncRNA"
"ENSG00000250742"	"LINC02381"	"lncRNA"
"ENSG00000250899"	""	"lncRNA"
"ENSG00000250988"	"SNHG21"	"lncRNA"
"ENSG00000251143"	""	"lncRNA"
"ENSG00000251151"	"HOXC-AS3"	"lncRNA"
"ENSG00000251323"	"LINC02728"	"lncRNA"
"ENSG00000251364"	"SYT9-AS1"	"lncRNA"
"ENSG00000251381"	"LINC00958"	"lncRNA"
"ENSG00000251562"	"MALAT1"	"lncRNA"
"ENSG00000251602"	"MTA1-DT"	"lncRNA"
"ENSG00000251661"	""	"lncRNA"
"ENSG00000252305"	"SNORA74"	"snoRNA"
"ENSG00000252496"	"RNA5SP33"	"rRNA_pseudogene"
"ENSG00000252835"	"SCARNA21"	"scaRNA"
"ENSG00000253284"	""	"lncRNA"
"ENSG00000253626"	"EIF5AL1"	"protein_coding"
"ENSG00000253710"	"ALG11"	"protein_coding"
"ENSG00000253719"	"ATXN7L3B"	"protein_coding"
"ENSG00000253973"	"NRIP3-DT"	"lncRNA"
"ENSG00000254206"	"NPIPB11"	"protein_coding"
"ENSG00000254463"	"PPIAP41"	"processed_pseudogene"
"ENSG00000254505"	"CHMP4A"	"protein_coding"
"ENSG00000254536"	""	"protein_coding"
"ENSG00000254537"	""	"processed_pseudogene"
"ENSG00000254554"	"ADM-DT"	"lncRNA"
"ENSG00000254559"	""	"lncRNA"
"ENSG00000254577"	""	"lncRNA"
"ENSG00000254602"	"MIR130AHG"	"lncRNA"
"ENSG00000254634"	"SMG1P6"	"transcribed_unprocessed_pseudogene"
"ENSG00000254635"	"WAC-AS1"	"lncRNA"
"ENSG00000254639"	""	"lncRNA"
"ENSG00000254662"	""	"lncRNA"
"ENSG00000254681"	"PKD1P5"	"transcribed_unprocessed_pseudogene"
"ENSG00000254682"	"DHCR7-DT"	"lncRNA"
"ENSG00000254788"	"CKLF-CMTM1"	"protein_coding"
"ENSG00000254815"	"LMNTD2-AS1"	"lncRNA"
"ENSG00000254827"	"SLC22A18AS"	"lncRNA"
"ENSG00000254837"	"LIPT2-AS1"	"lncRNA"
"ENSG00000254860"	"TMEM9B-AS1"	"lncRNA"
"ENSG00000254862"	"LGR4-AS1"	"lncRNA"
"ENSG00000254873"	""	"lncRNA"
"ENSG00000254910"	""	"lncRNA"
"ENSG00000254990"	""	"lncRNA"
"ENSG00000255008"	"LINC02739"	"lncRNA"
"ENSG00000255031"	""	"lncRNA"
"ENSG00000255062"	"TIRAP-AS1"	"lncRNA"
"ENSG00000255081"	""	"lncRNA"
"ENSG00000255108"	""	"lncRNA"
"ENSG00000255129"	"TTC12-DT"	"lncRNA"
"ENSG00000255135"	"EMSY-DT"	"lncRNA"
"ENSG00000255139"	""	"lncRNA"
"ENSG00000255150"	"EID3"	"protein_coding"
"ENSG00000255198"	"SNHG9"	"lncRNA"
"ENSG00000255207"	""	"processed_pseudogene"
"ENSG00000255221"	"CARD17P"	"transcribed_unprocessed_pseudogene"
"ENSG00000255236"	"CHKA-DT"	"lncRNA"
"ENSG00000255240"	""	"lncRNA"
"ENSG00000255248"	"MIR100HG"	"lncRNA"
"ENSG00000255250"	""	"lncRNA"
"ENSG00000255284"	"GATD1-DT"	"lncRNA"
"ENSG00000255302"	"EID1"	"protein_coding"
"ENSG00000255306"	"GLTC1"	"lncRNA"
"ENSG00000255320"	""	"lncRNA"
"ENSG00000255326"	""	"lncRNA"
"ENSG00000255337"	"TMEM123-DT"	"lncRNA"
"ENSG00000255374"	"TAS2R43"	"protein_coding"
"ENSG00000255468"	"B4GAT1-DT"	"lncRNA"
"ENSG00000255517"	"DPP3-DT"	"lncRNA"
"ENSG00000255521"	"CD44-DT"	"lncRNA"
"ENSG00000255529"	"POLR2M"	"protein_coding"
"ENSG00000255571"	"MIR9-3HG"	"lncRNA"
"ENSG00000255717"	"SNHG1"	"lncRNA"
"ENSG00000255760"	"LINC02422"	"lncRNA"
"ENSG00000255794"	"RMST"	"lncRNA"
"ENSG00000255837"	"TAS2R20"	"protein_coding"
"ENSG00000255856"	""	"lncRNA"
"ENSG00000255857"	"PXN-AS1"	"lncRNA"
"ENSG00000255867"	"DENND5B-AS1"	"lncRNA"
"ENSG00000255874"	"PRECSIT"	"lncRNA"
"ENSG00000255882"	""	"lncRNA"
"ENSG00000255893"	""	"lncRNA"
"ENSG00000255946"	""	"lncRNA"
"ENSG00000255949"	"RPS6KB2-AS1"	"lncRNA"
"ENSG00000255959"	""	"lncRNA"
"ENSG00000255966"	"GAPDH-DT"	"lncRNA"
"ENSG00000255992"	"PUS1-AS1"	"lncRNA"
"ENSG00000256019"	"TAS2R63P"	"unprocessed_pseudogene"
"ENSG00000256020"	""	"lncRNA"
"ENSG00000256053"	"COA8"	"protein_coding"
"ENSG00000256079"	"FAM133GP"	"processed_pseudogene"
"ENSG00000256092"	"SBNO1-AS1"	"lncRNA"
"ENSG00000256116"	""	"lncRNA"
"ENSG00000256139"	""	"lncRNA"
"ENSG00000256188"	"TAS2R30"	"protein_coding"
"ENSG00000256211"	"SKP1P2"	"processed_pseudogene"
"ENSG00000256223"	"ZNF10"	"protein_coding"
"ENSG00000256268"	"LINC02454"	"lncRNA"
"ENSG00000256299"	""	"lncRNA"
"ENSG00000256312"	""	"lncRNA"
"ENSG00000256325"	""	"lncRNA"
"ENSG00000256341"	""	"lncRNA"
"ENSG00000256436"	"TAS2R31"	"protein_coding"
"ENSG00000256525"	"POLG2"	"protein_coding"
"ENSG00000256537"	"SMIM10L1"	"protein_coding"
"ENSG00000256546"	"LINC02985"	"lncRNA"
"ENSG00000256569"	""	"lncRNA"
"ENSG00000256571"	""	"lncRNA"
"ENSG00000256663"	""	"processed_pseudogene"
"ENSG00000256682"	""	"transcribed_processed_pseudogene"
"ENSG00000256690"	"STX5-DT"	"lncRNA"
"ENSG00000256712"	""	"lncRNA"
"ENSG00000256742"	"KDM2B-DT"	"lncRNA"
"ENSG00000256751"	"PLBD1-AS1"	"lncRNA"
"ENSG00000256802"	"LCIIAR"	"lncRNA"
"ENSG00000256812"	"CAPNS2"	"protein_coding"
"ENSG00000256894"	""	"lncRNA"
"ENSG00000256940"	"PPP1R14B-AS1"	"lncRNA"
"ENSG00000256973"	""	"lncRNA"
"ENSG00000256981"	""	"unprocessed_pseudogene"
"ENSG00000257027"	""	"lncRNA"
"ENSG00000257038"	"ARHGEF17-AS1"	"lncRNA"
"ENSG00000257083"	""	"lncRNA"
"ENSG00000257086"	""	"lncRNA"
"ENSG00000257108"	"NHLRC4"	"protein_coding"
"ENSG00000257167"	"TMPO-AS1"	"lncRNA"
"ENSG00000257169"	""	"processed_pseudogene"
"ENSG00000257176"	""	"lncRNA"
"ENSG00000257218"	"GATC"	"protein_coding"
"ENSG00000257221"	""	"lncRNA"
"ENSG00000257242"	"LINC01619"	"lncRNA"
"ENSG00000257261"	"SLC38A4-AS1"	"lncRNA"
"ENSG00000257285"	"PRMT5-DT"	"lncRNA"
"ENSG00000257298"	""	"lncRNA"
"ENSG00000257303"	"CNPY2-AS1"	"lncRNA"
"ENSG00000257327"	""	"lncRNA"
"ENSG00000257337"	"TNS2-AS1"	"lncRNA"
"ENSG00000257354"	"MIRLET7IHG"	"lncRNA"
"ENSG00000257365"	"FNTB"	"protein_coding"
"ENSG00000257390"	""	"protein_coding"
"ENSG00000257433"	"RPAP3-DT"	"lncRNA"
"ENSG00000257453"	"PHLDA1-AS1"	"lncRNA"
"ENSG00000257475"	""	"lncRNA"
"ENSG00000257497"	"GLIPR1-AS1"	"lncRNA"
"ENSG00000257507"	"LINC02373"	"lncRNA"
"ENSG00000257509"	""	"lncRNA"
"ENSG00000257511"	""	"processed_pseudogene"
"ENSG00000257526"	""	"lncRNA"
"ENSG00000257545"	""	"lncRNA"
"ENSG00000257553"	""	"lncRNA"
"ENSG00000257556"	"LINC02298"	"lncRNA"
"ENSG00000257557"	"PPP1R12A-AS1"	"lncRNA"
"ENSG00000257621"	"PSMA3-AS1"	"lncRNA"
"ENSG00000257681"	""	"lncRNA"
"ENSG00000257698"	"GIHCG"	"lncRNA"
"ENSG00000257718"	"CPNE8-AS1"	"lncRNA"
"ENSG00000257727"	"CNPY2"	"protein_coding"
"ENSG00000257790"	"EIF4A1P4"	"processed_pseudogene"
"ENSG00000257803"	"PIGAP1"	"processed_pseudogene"
"ENSG00000257815"	"PRANCR"	"lncRNA"
"ENSG00000257839"	"PHLDA1-DT"	"lncRNA"
"ENSG00000257913"	"DDN-AS1"	"lncRNA"
"ENSG00000257954"	""	"processed_pseudogene"
"ENSG00000257989"	""	"lncRNA"
"ENSG00000258017"	"TUBA1B-AS1"	"lncRNA"
"ENSG00000258056"	"CD63-AS1"	"lncRNA"
"ENSG00000258057"	"BCDIN3D-AS1"	"lncRNA"
"ENSG00000258077"	""	"lncRNA"
"ENSG00000258096"	"SLC38A2-AS1"	"lncRNA"
"ENSG00000258099"	"ATXN2-AS"	"lncRNA"
"ENSG00000258101"	""	"lncRNA"
"ENSG00000258210"	""	"lncRNA"
"ENSG00000258232"	""	"lncRNA"
"ENSG00000258289"	"CHURC1"	"protein_coding"
"ENSG00000258315"	"C17orf49"	"protein_coding"
"ENSG00000258317"	""	"lncRNA"
"ENSG00000258325"	"ITFG2-AS1"	"lncRNA"
"ENSG00000258334"	"TROAP-AS1"	"lncRNA"
"ENSG00000258337"	""	"lncRNA"
"ENSG00000258359"	"PCNPP1"	"processed_pseudogene"
"ENSG00000258376"	"PAPLN-AS1"	"lncRNA"
"ENSG00000258427"	"RMB8AP1"	"processed_pseudogene"
"ENSG00000258429"	"PDF"	"protein_coding"
"ENSG00000258430"	""	"lncRNA"
"ENSG00000258441"	"LINC00641"	"lncRNA"
"ENSG00000258445"	"MAD2L1P1"	"processed_pseudogene"
"ENSG00000258457"	"AJUBA-DT"	"lncRNA"
"ENSG00000258469"	"CHMP4BP1"	"processed_pseudogene"
"ENSG00000258498"	"DIO3OS"	"lncRNA"
"ENSG00000258525"	""	"lncRNA"
"ENSG00000258526"	""	"lncRNA"
"ENSG00000258537"	"FRMD6-AS2"	"lncRNA"
"ENSG00000258539"	""	"protein_coding"
"ENSG00000258553"	"PCNX4-DT"	"lncRNA"
"ENSG00000258559"	""	"lncRNA"
"ENSG00000258561"	""	"lncRNA"
"ENSG00000258565"	"BLZF2P"	"unprocessed_pseudogene"
"ENSG00000258568"	"RHOQP1"	"processed_pseudogene"
"ENSG00000258572"	"SYNE3-AS1"	"lncRNA"
"ENSG00000258586"	"LINC02274"	"lncRNA"
"ENSG00000258620"	""	"lncRNA"
"ENSG00000258636"	"LRFN5-DT"	"lncRNA"
"ENSG00000258643"	"BCL2L2-PABPN1"	"protein_coding"
"ENSG00000258645"	"HSPE1P2"	"processed_pseudogene"
"ENSG00000258655"	"ARHGAP5-AS1"	"lncRNA"
"ENSG00000258667"	"HIF1A-AS3"	"lncRNA"
"ENSG00000258682"	""	"lncRNA"
"ENSG00000258701"	"VESTAR"	"lncRNA"
"ENSG00000258708"	"SLC25A21-AS1"	"lncRNA"
"ENSG00000258725"	"PRC1-AS1"	"lncRNA"
"ENSG00000258727"	"AP1G2-AS1"	"lncRNA"
"ENSG00000258731"	"DDHD1-DT"	"lncRNA"
"ENSG00000258738"	"BAZ1A-AS1"	"lncRNA"
"ENSG00000258744"	""	"lncRNA"
"ENSG00000258768"	""	"lncRNA"
"ENSG00000258824"	""	"lncRNA"
"ENSG00000258839"	"MC1R"	"protein_coding"
"ENSG00000258857"	""	"lncRNA"
"ENSG00000258872"	"FDPSP3"	"transcribed_processed_pseudogene"
"ENSG00000258884"	"LINC02321"	"lncRNA"
"ENSG00000258904"	""	"lncRNA"
"ENSG00000258922"	""	"lncRNA"
"ENSG00000258924"	""	"lncRNA"
"ENSG00000258944"	""	"lncRNA"
"ENSG00000258947"	"TUBB3"	"protein_coding"
"ENSG00000258982"	"YY1-DT"	"lncRNA"
"ENSG00000258986"	"TMEM179"	"protein_coding"
"ENSG00000259049"	""	"lncRNA"
"ENSG00000259051"	"HNRNPUP1"	"processed_pseudogene"
"ENSG00000259062"	"ACTN1-DT"	"lncRNA"
"ENSG00000259065"	"MIDEAS-AS1"	"lncRNA"
"ENSG00000259066"	""	"protein_coding"
"ENSG00000259146"	"SIPA1L1-AS1"	"lncRNA"
"ENSG00000259153"	"MAP3K9-DT"	"lncRNA"
"ENSG00000259172"	"SNRPA1-DT"	"lncRNA"
"ENSG00000259200"	""	"lncRNA"
"ENSG00000259232"	""	"processed_pseudogene"
"ENSG00000259248"	"USP3-AS1"	"lncRNA"
"ENSG00000259254"	""	"lncRNA"
"ENSG00000259257"	""	"processed_pseudogene"
"ENSG00000259275"	""	"lncRNA"
"ENSG00000259289"	"SMASR"	"lncRNA"
"ENSG00000259291"	"ZNF710-AS1"	"lncRNA"
"ENSG00000259316"	""	"protein_coding"
"ENSG00000259318"	"HMGN1P1"	"processed_pseudogene"
"ENSG00000259319"	"JDP2-AS1"	"lncRNA"
"ENSG00000259326"	""	"lncRNA"
"ENSG00000259330"	"INAFM2"	"protein_coding"
"ENSG00000259343"	"TMC3-AS1"	"lncRNA"
"ENSG00000259347"	"SMAD3-DT"	"lncRNA"
"ENSG00000259363"	""	"lncRNA"
"ENSG00000259368"	""	"lncRNA"
"ENSG00000259370"	""	"lncRNA"
"ENSG00000259378"	"DCAF13P3"	"processed_pseudogene"
"ENSG00000259392"	""	"transcribed_processed_pseudogene"
"ENSG00000259396"	""	"lncRNA"
"ENSG00000259398"	""	"lncRNA"
"ENSG00000259408"	""	"lncRNA"
"ENSG00000259416"	"LINC02883"	"lncRNA"
"ENSG00000259426"	"KIF23-AS1"	"lncRNA"
"ENSG00000259429"	"UBE2Q2P2"	"transcribed_unprocessed_pseudogene"
"ENSG00000259431"	"THTPA"	"protein_coding"
